"sharedplate","n_shared","Meal","meal_accuracy","time","hunger","fullness","place_eaten","dish","ingredient","preperation_method","servingsize"
,,"Breakfast",1,"1/0/1900",2,3,"HOME","CHAI","SUKARI, MDALASINI,","BOILED FOR 10 MINUTES,","CUP C-ONE CUP"
,,"Breakfast",1,"1/0/1900",2,3,"HOME","MANDAZI","BOUGHT","BOUGHT.","THREE MANDAZI"
,,"Morning snack",1,"1/0/1900",1,1,"HOME","NDIZI MBIVU","BOUGHT","BOUGHT","PLATE-A, TWO NDIZI MBIVU"
,,"Lunch",1,"1/0/1900",1,5,"HOME","UGALI","MAIZE FLOUR(SEMBE),","COOKED FOR TWENTY MINUTES.","ONE PLATE PLATE -B, ,"
,,"Lunch",1,"1/0/1900",1,5,"HOME","MAHARAGE,","NAZI, SALT, WATER, COOKING OIL,","COOKED FOR 1 1/2 HOUR.","SAURCER C-ONE PLATE"
,,"Lunch",1,"1/0/1900",1,5,"HOME","MCHUNGA","SALT","COOKED FOR 30 MINUTES","SAURCER C-ONE PLATE"
,,"Snack afternoon",2,,,,,,,,
,,"Supper",1,"1/0/1900",1,1,"HOME","CHAI","SUKARI, MDALASINI","BOILED FOR 10 MINUTES","CUP C-ONE CUP"
,,"Snack evening",2,,,,,,,,
,,"Night snack",2,,,,,,,,
