"sharedplate","n_shared","Meal","meal_accuracy","time","hunger","fullness","place_eaten","dish","ingredient","preperation_method","servingsize"
,,"Breakfast",1,"1/0/1900",3,3,"HOME","TEA","TANGAWIZI, ILIKI WATER, SUGAR.","BOILED FOR 15 MIN.","1 CUP C"
,,"Breakfast",1,"1/0/1900",3,3,"HOME","CHAPATI","BOUGHT","BOUGHT","2 CHAPATI B"
,,"Morning snack",2,"",,,"",,,,
,,"Lunch",1,"1/0/1900",3,4,"HOME","UGALI","MAIZE FLOUR WATER","COOKED FOR 30 MIN","1 PLATE C."
,,"Lunch",1,"1/0/1900",3,4,"HOME","MCHICHA","MCHICHA, ONION, TOMATOES, SALT COOKING OIL.","COOKED FOR 10 MIN.","1 SAURCER A."
,,"Snack afternoon",2,"",,,"",,,,
,,"Supper",1,"1/0/1900",4,4,"HOME","WALI","RICE, NAZI SALT, WATER","BOILED FOR 1 HOUR","1 PLATE B"
,,"Supper",1,"1/0/1900",4,4,"HOME","NYAMA","MEAT, ONION, SALT TOMATOES, TANGAWIZI COOKING OIL. WALTER","COOKED FOR 1 HOUR.","1 SAURCER A."
,,"Snack evening",2,"",,,"",,,,
,,"Night snack",2,"",,,"",,,,
