"sharedplate","n_shared","Meal","meal_accuracy","time","hunger","fullness","place_eaten","dish","ingredient","preperation_method","servingsize"
,,"Breakfast",1,"1/0/1900",4,5,"HOME","CHAI","MAJI, TANGAWIZI, MAJANI YA CHAI, SUKARI.","BOILING TEN MINUTES,","CUP C-ONE CUP"
,,"Breakfast",1,"1/0/1900",4,5,"HOME","MTORI","NDIZI, MAFUTA, NYANYA, KITUNGUU, CHUMVI","BOILING FIFTY MINUTES","CUP B-ONE CUP"
,,"Morning snack",1,"1/0/1900",3,2,"MARKET","NDIZI ZA KUIVA,","NDIZI ZA KUIVA,","BOUGHT","NDIZI ZA KUIVA MBILI,"
,,"Morning snack",1,"1/0/1900",3,2,"MARKET","PARACHICHI","PARACHICHI",,"PARACHICHI PORTION A"
,,"Lunch",1,"1/0/1900",4,5,"HOME","UGALI","UNGA WA MAHINDI, MAJI","BOILING TWENTY MINUTES","UGALI PLATE D"
,,"Lunch",1,"1/0/1900",4,5,"HOME","SAMAKI","SAMAKI, CHUMVI, NYANYA, KITUNGUU, MAFUTA","ROAST FOURTY MINUTES","1 FISH A"
,,"Snack afternoon",2,,,,,,,,
,,"Supper",1,"1/0/1900",3,5,"HOME","MAKANDE YA MAHARAGE","MAHINDI, MAHARAGE, CHUMVI, KITUNGUU, NAZI","BOILING THREE HOURS","PLATE A"
,,"Snack evening",2,,,,,,,,
,,"Night snack",2,,,,,,,,
